,head_to_head_stats_id,main_athlete_id,main_athlete_name,opponent_athlete_id,opponent_athlete_name,tournament_id,tournament_name,tournament_date,round_name,result_for_main_id,main_id,winner
1480,1919,58664,Anmol KHARB,88399,Ishika JAISWAL,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R16,Win,58664,2
1481,1920,58664,Anmol KHARB,80146,Tanishq MAMILLA PALLI,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Win,58664,2
1488,81,68322,Ayush SHETTY,96974,Bharat RAGHAV,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Win,68322,2
1499,1835,74481,Anupama UPADHYAYA,99042,Tanvi SHARMA,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Loss,74481,1
1509,1866,91807,Rakshitha Sree SANTHOSH RAMRAJ,95593,Sorano YOSHIKAWA,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,QF,Loss,91807,2
1510,1867,91807,Rakshitha Sree SANTHOSH RAMRAJ,59500,Shreya LELE,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R16,Win,91807,1
1512,1868,91807,Rakshitha Sree SANTHOSH RAMRAJ,66005,KEYURA MOPATI,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Win,91807,1
1513,80,68322,Ayush SHETTY,97345,Xuan Chen ZHU,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R16,Win,68322,2
1576,1006,82572,Pranay SHETTIGAR,86975,Rithvik Sanjeevi SATISH KUMAR,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R16,Loss,82572,2
1583,1008,82572,Pranay SHETTIGAR,89163,Zheng Xing WANG,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R32,Win,82572,2
1584,1009,82572,Pranay SHETTIGAR,89890,Naren Shankar IYER,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,Qual. R16,Win,82572,1
1588,1007,82572,Pranay SHETTIGAR,71877,Arya BHIVPATHAKI,4881,YONEX-SUNRISE Odisha Masters 2024,2024-12-10,R64,Win,82572,2
1636,1815,59687,Unnati HOODA,70595,Shriyanshi VALISHETTY,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Loss,59687,2
1641,4684,57372,DHRUV KAPILA,78043,Han Yu ZHANG,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,SF,Loss,57372,2
1649,4510,59687,Unnati HOODA,89342,Kanika KANWAL,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,59687,2
1686,4509,59687,Unnati HOODA,62277,Li Jing BAO,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Loss,59687,1
1694,1925,58664,Anmol KHARB,76851,Isharani BARUAH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,58664,1
1695,1924,58664,Anmol KHARB,90717,Tara SHAH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Win,58664,2
1696,1923,58664,Anmol KHARB,62301,LALINRAT CHAIWAN,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,QF,Win,58664,2
1697,1922,58664,Anmol KHARB,73387,MANSI SINGH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,SF,Win,58664,1
1698,1921,58664,Anmol KHARB,89700,Yan Yan CAI,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,Final,Loss,58664,1
1718,1011,82572,Pranay SHETTIGAR,59226,Raghvender RAGHVENDER,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,Qual. R32,Win,82572,2
1723,2019,70595,Shriyanshi VALISHETTY,79082,Luo Yu WU,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Loss,70595,2
1726,2020,70595,Shriyanshi VALISHETTY,59687,Unnati HOODA,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,70595,2
1733,3420,69560,Hariharan AMSAKARUNAN,77752,Tze Jian LIM,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Win,69560,2
1756,1010,82572,Pranay SHETTIGAR,89690,Saran JAMSRI,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R64,Loss,82572,1
1772,998,82572,Pranay SHETTIGAR,87785,Pei Yi YANG,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,Qual. R16,Win,82572,1
1795,84,68322,Ayush SHETTY,62720,Mithun MANJUNATH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,68322,2
1796,83,68322,Ayush SHETTY,91814,S.Sankar Muthusamy SUBRAMANIAN,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Win,68322,2
1797,82,68322,Ayush SHETTY,92796,June Wei CHEAM,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,QF,Loss,68322,1
1805,4687,57372,DHRUV KAPILA,65110,Pin Yi LIAO,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,57372,1
1816,4686,57372,DHRUV KAPILA,68809,Ayush AGARWAL,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Win,57372,1
1817,4685,57372,DHRUV KAPILA,54998,Sathwik Reddy KANAPURAM,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,QF,Win,57372,2
1820,3419,69560,Hariharan AMSAKARUNAN,83132,He Chen CUI,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,QF,Loss,69560,1
1822,1993,99042,Tanvi SHARMA,95958,Yi En HSIEH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Win,99042,1
1823,130,69093,Priyanshu RAJAWAT,92160,Tharun MANNEPALLI,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R16,Loss,69093,2
1825,131,69093,Priyanshu RAJAWAT,71877,Arya BHIVPATHAKI,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,69093,1
1831,3421,69560,Hariharan AMSAKARUNAN,70185,Eng Keat Wesley KOH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,69560,2
1836,1994,99042,Tanvi SHARMA,66290,TANYA HEMANTH,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,R32,Win,99042,2
1839,1992,99042,Tanvi SHARMA,79082,Luo Yu WU,4880,YONEX-SUNRISE Guwahati Masters 2024,2024-12-03,QF,Loss,99042,2
1849,1817,59687,Unnati HOODA,88399,Ishika JAISWAL,4767,Syed Modi India International 2024,2024-11-26,QF,Win,59687,1
1850,1818,59687,Unnati HOODA,72280,Pornpicha CHOEIKEEWONG,4767,Syed Modi India International 2024,2024-11-26,R16,Win,59687,2
1851,1836,74481,Anupama UPADHYAYA,86604,Tasnim MIR,4767,Syed Modi India International 2024,2024-11-26,R16,Loss,74481,1
1853,1816,59687,Unnati HOODA,73173,V. Sindhu PUSARLA,4767,Syed Modi India International 2024,2024-11-26,SF,Loss,59687,1
1877,63,68322,Ayush SHETTY,68392,Justin HOH,4767,Syed Modi India International 2024,2024-11-26,R16,Win,68322,1
1898,1797,59687,Unnati HOODA,53807,Thamonwan NITHIITTIKRAI,4767,Syed Modi India International 2024,2024-11-26,R32,Win,59687,1
1930,1837,74481,Anupama UPADHYAYA,79078,Keisha Fatimah AZZAHRA,4767,Syed Modi India International 2024,2024-11-26,R32,Win,74481,2
1932,14,68870,Lakshya SEN,91651,Meiraba Luwang MAISNAM,4767,Syed Modi India International 2024,2024-11-26,QF,Win,68870,1
1934,4138,71612,Treesa JOLLY,62277,Li Jing BAO,4767,Syed Modi India International 2024,2024-11-26,Final,Win,71612,2
1935,4139,71612,Treesa JOLLY,80871,Benyapa AIMSAARD,4767,Syed Modi India International 2024,2024-11-26,SF,Win,71612,2
1938,1926,58664,Anmol KHARB,73173,V. Sindhu PUSARLA,4767,Syed Modi India International 2024,2024-11-26,R32,Loss,58664,1
1945,133,69093,Priyanshu RAJAWAT,64648,Hai Dang NGUYEN,4767,Syed Modi India International 2024,2024-11-26,QF,Win,69093,2
1946,134,69093,Priyanshu RAJAWAT,69345,Duc Phat LE,4767,Syed Modi India International 2024,2024-11-26,R16,Win,69093,2
1948,135,69093,Priyanshu RAJAWAT,64794,Kartikey GULSHAN KUMAR,4767,Syed Modi India International 2024,2024-11-26,R32,Win,69093,2
1950,3424,69560,Hariharan AMSAKARUNAN,93283,SANJAI SRIVATSA DHANRAJ,4767,Syed Modi India International 2024,2024-11-26,R32,Win,69560,2
1951,3423,69560,Hariharan AMSAKARUNAN,50937,Pharanyu KAOSAMAANG,4767,Syed Modi India International 2024,2024-11-26,R16,Win,69560,2
1952,3422,69560,Hariharan AMSAKARUNAN,93247,Wen Jun SUN,4767,Syed Modi India International 2024,2024-11-26,QF,Loss,69560,1
1956,2022,70595,Shriyanshi VALISHETTY,99714,Imad Farooqui SAMIYA,4767,Syed Modi India International 2024,2024-11-26,R32,Win,70595,2
1961,2021,70595,Shriyanshi VALISHETTY,88471,Malvika BANSOD,4767,Syed Modi India International 2024,2024-11-26,R16,Win,70595,1
1965,2019,70595,Shriyanshi VALISHETTY,79082,Luo Yu WU,4767,Syed Modi India International 2024,2024-11-26,QF,Loss,70595,1
1976,4688,57372,DHRUV KAPILA,61731,Dechapol PUAVARANUKROH,4767,Syed Modi India International 2024,2024-11-26,Final,Loss,57372,2
1979,4689,57372,DHRUV KAPILA,70751,Zhi Hong ZHOU,4767,Syed Modi India International 2024,2024-11-26,SF,Win,57372,1
1981,87,68322,Ayush SHETTY,62932,Raghu MARISWAMY,4767,Syed Modi India International 2024,2024-11-26,R32,Win,68322,1
1982,85,68322,Ayush SHETTY,62395,Shogo OGAWA,4767,Syed Modi India International 2024,2024-11-26,QF,Loss,68322,1
1983,4141,71612,Treesa JOLLY,97171,Ashwini BHAT K.,4767,Syed Modi India International 2024,2024-11-26,R16,Win,71612,2
1986,4140,71612,Treesa JOLLY,94530,Pei Kee GO,4767,Syed Modi India International 2024,2024-11-26,QF,Win,71612,2
1987,121,69093,Priyanshu RAJAWAT,82606,Jia Heng Jason TEH,4767,Syed Modi India International 2024,2024-11-26,SF,Loss,69093,1
1989,4684,57372,DHRUV KAPILA,78043,Han Yu ZHANG,4767,Syed Modi India International 2024,2024-11-26,R32,Win,57372,1
1994,1996,99042,Tanvi SHARMA,89501,Aashi RAWAT,4767,Syed Modi India International 2024,2024-11-26,Qual. QF,Win,99042,1
2004,1995,99042,Tanvi SHARMA,88399,Ishika JAISWAL,4767,Syed Modi India International 2024,2024-11-26,R32,Loss,99042,2
2009,1863,91807,Rakshitha Sree SANTHOSH RAMRAJ,79082,Luo Yu WU,4767,Syed Modi India International 2024,2024-11-26,R16,Loss,91807,1
2011,4690,57372,DHRUV KAPILA,80711,Bing Kun LOO,4767,Syed Modi India International 2024,2024-11-26,QF,Win,57372,2
2012,1868,91807,Rakshitha Sree SANTHOSH RAMRAJ,66005,KEYURA MOPATI,4767,Syed Modi India International 2024,2024-11-26,R32,Win,91807,2
2019,16,68870,Lakshya SEN,79110,Sholeh AIDIL,4767,Syed Modi India International 2024,2024-11-26,R32,Win,68870,1
2020,15,68870,Lakshya SEN,94119,Daniil DUBOVENKO,4767,Syed Modi India International 2024,2024-11-26,R16,Win,68870,1
2023,12,68870,Lakshya SEN,82606,Jia Heng Jason TEH,4767,Syed Modi India International 2024,2024-11-26,Final,Win,68870,1
2026,13,68870,Lakshya SEN,62395,Shogo OGAWA,4767,Syed Modi India International 2024,2024-11-26,SF,Win,68870,1
2033,4511,59687,Unnati HOODA,80871,Benyapa AIMSAARD,4767,Syed Modi India International 2024,2024-11-26,R32,Loss,59687,2
2041,4691,57372,DHRUV KAPILA,96108,Mohit JAGLAN,4767,Syed Modi India International 2024,2024-11-26,R16,Win,57372,1
2050,136,69093,Priyanshu RAJAWAT,71408,Chico  Aura DWI WARDOYO,4766,LI-NING China Masters 2024,2024-11-19,R32,Loss,69093,2
2051,17,68870,Lakshya SEN,91554,Anders ANTONSEN,4766,LI-NING China Masters 2024,2024-11-19,QF,Loss,68870,2
2055,3392,72435,Satwiksairaj RANKIREDDY,92980,Kim ASTRUP,4766,LI-NING China Masters 2024,2024-11-19,QF,Win,72435,1
2056,1838,74481,Anupama UPADHYAYA,91896,Natsuki NIDAIRA,4766,LI-NING China Masters 2024,2024-11-19,R16,Loss,74481,1
2057,1839,74481,Anupama UPADHYAYA,53806,Beiwen ZHANG,4766,LI-NING China Masters 2024,2024-11-19,R32,Win,74481,1
2064,4142,71612,Treesa JOLLY,87176,Ling Fang HU,4766,LI-NING China Masters 2024,2024-11-19,R32,Win,71612,2
2071,3393,72435,Satwiksairaj RANKIREDDY,99102,Jhe-Huei LEE,4766,LI-NING China Masters 2024,2024-11-19,R32,Win,72435,2
2075,19,68870,Lakshya SEN,81561,Zii Jia LEE,4766,LI-NING China Masters 2024,2024-11-19,R32,Win,68870,1
2076,3375,72435,Satwiksairaj RANKIREDDY,64729,Rasmus KJÆR,4766,LI-NING China Masters 2024,2024-11-19,R16,Win,72435,2
2079,4125,71612,Treesa JOLLY,81599,Sheng Shu LIU,4766,LI-NING China Masters 2024,2024-11-19,R16,Loss,71612,2
2080,18,68870,Lakshya SEN,62855,Rasmus GEMKE,4766,LI-NING China Masters 2024,2024-11-19,R16,Win,68870,2
2091,3391,72435,Satwiksairaj RANKIREDDY,74816,YONG JIN,4766,LI-NING China Masters 2024,2024-11-19,SF,Loss,72435,1
2105,2015,70595,Shriyanshi VALISHETTY,99042,Tanvi SHARMA,5130,CM TROPHY India International Challenge 2024,2024-11-12,QF,Win,70595,2
2108,2026,70595,Shriyanshi VALISHETTY,78187,Farza NAZRIN,5130,CM TROPHY India International Challenge 2024,2024-11-12,R64,Win,70595,1
2113,2025,70595,Shriyanshi VALISHETTY,82108,Amolika Singh SISODIYA,5130,CM TROPHY India International Challenge 2024,2024-11-12,R32,Win,70595,1
2114,2024,70595,Shriyanshi VALISHETTY,89307,Nammi JAHNAVI,5130,CM TROPHY India International Challenge 2024,2024-11-12,R16,Win,70595,1
2117,1991,99042,Tanvi SHARMA,74481,Anupama UPADHYAYA,5130,CM TROPHY India International Challenge 2024,2024-11-12,R16,Win,99042,2
2120,2023,70595,Shriyanshi VALISHETTY,91807,Rakshitha Sree SANTHOSH RAMRAJ,5130,CM TROPHY India International Challenge 2024,2024-11-12,SF,Loss,70595,2
2125,1998,99042,Tanvi SHARMA,70912,Gloria V ATHAVALE,5130,CM TROPHY India International Challenge 2024,2024-11-12,R64,Win,99042,1
2126,1997,99042,Tanvi SHARMA,81149,Nivetha MUTHUKUMAR,5130,CM TROPHY India International Challenge 2024,2024-11-12,R32,Win,99042,1
2129,1736,73173,V. Sindhu PUSARLA,84523,Michelle LI,4765,Kumamoto Masters Japan 2024,2024-11-12,R16,Loss,73173,2
2152,1988,99042,Tanvi SHARMA,70595,Shriyanshi VALISHETTY,5130,CM TROPHY India International Challenge 2024,2024-11-12,QF,Loss,99042,2
2153,1874,91807,Rakshitha Sree SANTHOSH RAMRAJ,74279,Mrunmayee DESHPANDE,5130,CM TROPHY India International Challenge 2024,2024-11-12,R32,Win,91807,1
2156,1875,91807,Rakshitha Sree SANTHOSH RAMRAJ,56096,Saad DHARMADHIKARI,5130,CM TROPHY India International Challenge 2024,2024-11-12,R64,Win,91807,1
2174,3425,69560,Hariharan AMSAKARUNAN,73913,Dingku Singh KONTHOUJAM,5130,CM TROPHY India International Challenge 2024,2024-11-12,Final,Win,69560,1
2175,3426,69560,Hariharan AMSAKARUNAN,98216,Chayanit JOSHI,5130,CM TROPHY India International Challenge 2024,2024-11-12,SF,Win,69560,1
2176,3427,69560,Hariharan AMSAKARUNAN,77156,Pruthvi KRISHNAMURTHY ROY,5130,CM TROPHY India International Challenge 2024,2024-11-12,QF,Win,69560,1
2178,1873,91807,Rakshitha Sree SANTHOSH RAMRAJ,73387,MANSI SINGH,5130,CM TROPHY India International Challenge 2024,2024-11-12,QF,Win,91807,1
2183,1840,74481,Anupama UPADHYAYA,93726,Prashansa BONAM,5130,CM TROPHY India International Challenge 2024,2024-11-12,R32,Win,74481,1
2184,1835,74481,Anupama UPADHYAYA,99042,Tanvi SHARMA,5130,CM TROPHY India International Challenge 2024,2024-11-12,R16,Loss,74481,2
2203,1870,91807,Rakshitha Sree SANTHOSH RAMRAJ,93817,Tanvi PATRI,5130,CM TROPHY India International Challenge 2024,2024-11-12,Final,Win,91807,1
2204,1872,91807,Rakshitha Sree SANTHOSH RAMRAJ,81727,Kavipriya SELVAM,5130,CM TROPHY India International Challenge 2024,2024-11-12,R16,Win,91807,1
2206,3428,69560,Hariharan AMSAKARUNAN,85332,Ganesh Kumar ARUMUGAM,5130,CM TROPHY India International Challenge 2024,2024-11-12,R16,Win,69560,1
2236,3429,69560,Hariharan AMSAKARUNAN,58201,Achutaditya Rao DODDAVARAPU,5130,CM TROPHY India International Challenge 2024,2024-11-12,R32,Win,69560,1
2238,1919,58664,Anmol KHARB,88399,Ishika JAISWAL,5130,CM TROPHY India International Challenge 2024,2024-11-12,R16,Win,58664,1
2239,1925,58664,Anmol KHARB,76851,Isharani BARUAH,5130,CM TROPHY India International Challenge 2024,2024-11-12,QF,Loss,58664,2
2241,1927,58664,Anmol KHARB,74022,Tanvi Reddy ANDLURI,5130,CM TROPHY India International Challenge 2024,2024-11-12,R32,Win,58664,2
2242,1928,58664,Anmol KHARB,88105,Skie Deep KOUR,5130,CM TROPHY India International Challenge 2024,2024-11-12,R64,Win,58664,2
2263,1871,91807,Rakshitha Sree SANTHOSH RAMRAJ,70595,Shriyanshi VALISHETTY,5130,CM TROPHY India International Challenge 2024,2024-11-12,SF,Win,91807,2
2272,4143,71612,Treesa JOLLY,96973,Yin-Hui HSU,4765,Kumamoto Masters Japan 2024,2024-11-12,R32,Loss,71612,2
2394,20,68870,Lakshya SEN,84838,Jun Hao LEONG,4765,Kumamoto Masters Japan 2024,2024-11-12,R32,Loss,68870,2
2485,1017,82572,Pranay SHETTIGAR,61508,Christoffer BOMAN,5175,FZ FORZA Norwegian International 2024,2024-11-07,Qual. R32,Win,82572,2
2486,1016,82572,Pranay SHETTIGAR,69626,Elias Mols KABELL,5175,FZ FORZA Norwegian International 2024,2024-11-07,Qual. R16,Win,82572,2
2487,1015,82572,Pranay SHETTIGAR,77846,Cholan KAYAN,5175,FZ FORZA Norwegian International 2024,2024-11-07,R32,Win,82572,1
2488,1014,82572,Pranay SHETTIGAR,92003,Mateusz DANIELAK,5175,FZ FORZA Norwegian International 2024,2024-11-07,R16,Win,82572,2
2489,1013,82572,Pranay SHETTIGAR,60710,Shashwat DALAL,5175,FZ FORZA Norwegian International 2024,2024-11-07,QF,Win,82572,2
2492,1012,82572,Pranay SHETTIGAR,76994,Chi Ting CHEN,5175,FZ FORZA Norwegian International 2024,2024-11-07,SF,Loss,82572,1
2522,2000,99042,Tanvi SHARMA,80146,Tanishq MAMILLA PALLI,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,99042,1
2537,2001,99042,Tanvi SHARMA,79707,Saloni KUMARI,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R64,Win,99042,1
2552,1933,58664,Anmol KHARB,68140,Prerana N. SHET,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R64,Win,58664,2
2562,3432,69560,Hariharan AMSAKARUNAN,67367,Abinash MOHANTY,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,69560,1
2564,1932,58664,Anmol KHARB,72277,Muskaan KHAN,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,58664,2
2569,1931,58664,Anmol KHARB,53726,Navya KANDERI,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Win,58664,1
2570,1930,58664,Anmol KHARB,90287,Devika SIHAG,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,QF,Win,58664,2
2575,1929,58664,Anmol KHARB,91807,Rakshitha Sree SANTHOSH RAMRAJ,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,SF,Loss,58664,1
2579,1974,99042,Tanvi SHARMA,76851,Isharani BARUAH,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Loss,99042,1
2620,5350,69560,Hariharan AMSAKARUNAN,87422,Nitin KUMAR,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,69560,1
2621,5349,69560,Hariharan AMSAKARUNAN,90307,Bhargav Ram ARIGELA,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Win,69560,1
2622,5348,69560,Hariharan AMSAKARUNAN,68809,Ayush AGARWAL,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,QF,Win,69560,2
2624,5347,69560,Hariharan AMSAKARUNAN,64005,Deep RAMBHIYA,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,SF,Win,69560,2
2625,5346,69560,Hariharan AMSAKARUNAN,60980,Rohan KAPOOR,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,Final,Loss,69560,2
2683,2028,70595,Shriyanshi VALISHETTY,85853,Anandita TAMRA,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R64,Win,70595,1
2684,2027,70595,Shriyanshi VALISHETTY,59500,Shreya LELE,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Loss,70595,2
2686,2026,70595,Shriyanshi VALISHETTY,78187,Farza NAZRIN,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,70595,1
2760,1845,74481,Anupama UPADHYAYA,79638,Abhilasha ANISH,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R64,Win,74481,1
2762,1844,74481,Anupama UPADHYAYA,56785,Nana HISAMINATO,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,74481,1
2763,1843,74481,Anupama UPADHYAYA,80615,Vennala KALAGOTLA,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Win,74481,1
2764,1842,74481,Anupama UPADHYAYA,59500,Shreya LELE,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,QF,Win,74481,1
2767,1841,74481,Anupama UPADHYAYA,76851,Isharani BARUAH,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,SF,Loss,74481,2
2784,2626,97168,AALISHA NAIK,79688,Aesha GANDHI,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R64,Loss,97168,1
2868,1881,91807,Rakshitha Sree SANTHOSH RAMRAJ,93726,Prashansa BONAM,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R64,Win,91807,2
2869,1880,91807,Rakshitha Sree SANTHOSH RAMRAJ,79180,YASHVI BHAT,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R32,Win,91807,2
2870,1879,91807,Rakshitha Sree SANTHOSH RAMRAJ,74880,Adita RAO,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Win,91807,2
2871,1878,91807,Rakshitha Sree SANTHOSH RAMRAJ,88718,Surya Charisma TAMIRI,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,QF,Win,91807,2
2872,1877,91807,Rakshitha Sree SANTHOSH RAMRAJ,58664,Anmol KHARB,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,SF,Win,91807,1
2880,3431,69560,Hariharan AMSAKARUNAN,68809,Ayush AGARWAL,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,R16,Win,69560,1
2881,3430,69560,Hariharan AMSAKARUNAN,64005,Deep RAMBHIYA,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,QF,Win,69560,1
2885,3427,69560,Hariharan AMSAKARUNAN,77156,Pruthvi KRISHNAMURTHY ROY,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,SF,Loss,69560,2
2899,1876,91807,Rakshitha Sree SANTHOSH RAMRAJ,76851,Isharani BARUAH,5129,NMDC - TELANGANA International Challenge 2024,2024-11-05,Final,Loss,91807,1
2909,1019,82572,Pranay SHETTIGAR,56125,Mikkel LANGEMARK,5158,49th VICTOR FZ FORZA Hungarian International Championships 2024,2024-10-30,Qual. R32,Loss,82572,2
2913,1018,82572,Pranay SHETTIGAR,88075,Michael TOMIC,5158,49th VICTOR FZ FORZA Hungarian International Championships 2024,2024-10-30,Qual. R64,Win,82572,1
2921,88,68322,Ayush SHETTY,72885,Christo POPOV,4763,Hylo Open 2024,2024-10-29,SF,Loss,68322,2
2922,1882,91807,Rakshitha Sree SANTHOSH RAMRAJ,77002,Julie Dawall JAKOBSEN,4763,Hylo Open 2024,2024-10-29,QF,Loss,91807,1
2930,1883,91807,Rakshitha Sree SANTHOSH RAMRAJ,48528,Kirsty GILMOUR,4763,Hylo Open 2024,2024-10-29,R16,Win,91807,1
2936,64,68322,Ayush SHETTY,85563,Joakim OLDORFF,4763,Hylo Open 2024,2024-10-29,R32,Win,68322,2
2939,89,68322,Ayush SHETTY,92655,Kalle KOLJONEN,4763,Hylo Open 2024,2024-10-29,QF,Win,68322,1
2941,90,68322,Ayush SHETTY,69253,Giovanni TOTI,4763,Hylo Open 2024,2024-10-29,R16,Win,68322,2
2945,1846,74481,Anupama UPADHYAYA,71673,Su Yu CHEN,5083,MAXX North Harbour International 2024,2024-10-23,R32,Loss,74481,2
2947,3403,69560,Hariharan AMSAKARUNAN,99494,Christian BERNARDO,5083,MAXX North Harbour International 2024,2024-10-23,QF,Win,69560,1
2989,1847,74481,Anupama UPADHYAYA,94348,Ching Ping HUANG,5099,ROKETTO Sydney International 2024,2024-10-16,QF,Loss,74481,2
2997,1849,74481,Anupama UPADHYAYA,62883,Shaunna LI,5099,ROKETTO Sydney International 2024,2024-10-16,R32,Win,74481,1
3003,1848,74481,Anupama UPADHYAYA,89473,Hsin-Pei TSAI,5099,ROKETTO Sydney International 2024,2024-10-16,R16,Win,74481,1
3004,21,68870,Lakshya SEN,77427,Guang Zu LU,4761,VICTOR Denmark Open 2024,2024-10-15,R32,Loss,68870,1
3007,1763,73173,V. Sindhu PUSARLA,83802,Gregoria Mariska TUNJUNG,4761,VICTOR Denmark Open 2024,2024-10-15,QF,Loss,73173,2
3024,4137,71612,Treesa JOLLY,85551,Pearly TAN,4761,VICTOR Denmark Open 2024,2024-10-15,R32,Loss,71612,2
3025,1820,59687,Unnati HOODA,69091,Lauren LAM,4761,VICTOR Denmark Open 2024,2024-10-15,R32,Loss,59687,2
3049,2029,70595,Shriyanshi VALISHETTY,71285,Anna TATRANOVA,5128,VICTOR Türkiye International Challenge 2024,2024-10-10,R16,Loss,70595,1
3051,2030,70595,Shriyanshi VALISHETTY,90839,Freya REDFEARN,5128,VICTOR Türkiye International Challenge 2024,2024-10-10,R32,Win,70595,2
3090,1821,59687,Unnati HOODA,84523,Michelle LI,4760,CLASH ROYALE Arctic Open 2024 powered by YONEX,2024-10-08,R16,Loss,59687,2
3091,1736,73173,V. Sindhu PUSARLA,84523,Michelle LI,4760,CLASH ROYALE Arctic Open 2024 powered by YONEX,2024-10-08,R32,Loss,73173,1
3100,22,68870,Lakshya SEN,34810,Tien Chen CHOU,4760,CLASH ROYALE Arctic Open 2024 powered by YONEX,2024-10-08,R16,Loss,68870,1
3101,1822,59687,Unnati HOODA,84897,Juliana Viana VIEIRA,4760,CLASH ROYALE Arctic Open 2024 powered by YONEX,2024-10-08,R32,Win,59687,1
3105,2630,97168,AALISHA NAIK,81384,Flora WANG,4759,YONEX BWF World Junior Championships 2024,2024-10-07,R64,Win,97168,2
3108,2629,97168,AALISHA NAIK,74821,Rajvi PARAB,4759,YONEX BWF World Junior Championships 2024,2024-10-07,R32,Win,97168,1
